Timestamp,Event,Object,Distance,Alert_Level,Action
2025-12-07T19:07:40.401782,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:40.498302,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:40.596463,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:40.695486,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:40.797093,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:40.897484,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.008361,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.135121,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.234145,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.330178,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.430628,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.572098,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.697883,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.837995,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:41.969340,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:42.097922,PEDESTRIAN_DANGER,person,2.8,CRITICAL,Emergency brake required
2025-12-07T19:07:42.244000,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:42.365732,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:42.503889,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:42.629234,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:42.770419,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:42.901509,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.039104,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.164728,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.304151,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.433181,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.571262,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.697168,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.837833,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:43.966216,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.102926,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.231911,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.365591,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.504838,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.632542,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.729657,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:44.862721,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.001245,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.129447,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.265589,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.395105,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.537010,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.627508,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.767336,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:45.894015,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.037533,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.128528,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.229148,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.328449,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.428638,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:46.531140,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:46.661871,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:46.798981,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:46.893161,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:46.993468,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:47.095687,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:47.195918,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:47.295798,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:47.397312,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:47.530352,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:47.661633,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:47.803101,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:47.928735,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:48.068891,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:07:48.197763,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.328197,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.466238,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.599372,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.727836,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.866218,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:07:48.994286,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
