Timestamp,Event,Object,Distance,Alert_Level,Action
2025-12-07T19:01:24.749778,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:01:24.883106,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.021273,PEDESTRIAN_DANGER,person,2.7,CRITICAL,Emergency brake required
2025-12-07T19:01:25.154061,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.278365,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.380318,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.480593,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.581295,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.679520,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.780762,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:25.924421,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.045195,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.145469,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.246158,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.389264,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.581230,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.714896,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.848805,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:26.986440,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:27.113470,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:27.256828,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:27.383521,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:27.514490,PEDESTRIAN_DANGER,person,2.6,CRITICAL,Emergency brake required
2025-12-07T19:01:27.651669,PEDESTRIAN_DANGER,person,2.5,CRITICAL,Emergency brake required
2025-12-07T19:01:27.780038,PEDESTRIAN_DANGER,person,2.5,CRITICAL,Emergency brake required
2025-12-07T19:01:27.911882,PEDESTRIAN_DANGER,person,2.5,CRITICAL,Emergency brake required
2025-12-07T19:01:28.050325,PEDESTRIAN_DANGER,person,2.5,CRITICAL,Emergency brake required
